Title,Period,Country,Latitude ,Longitude,World Bank Region,Classification,Description,Works per Country
"Plate 2: a cartouche with a child seen from the back to left and a child seen from the front to right, each playing with the head of a sheep crowned with flowers, from 'Twelve cartouches' (Recueil de douze cartouches)",Date Unknown,Null,,,Null,Prints,,
"Plate 4: a cartouche with the head of a cherub at top center, leaves and flowers to either side, from 'Twelve cartouches' (Recueil de douze cartouches)",Date Unknown,Null,,,Null,Prints,,
"Plate 9: a cartouche with the head of a ram at top center, flowers at top left and right, from 'Twelve cartouches' (Recueil de douze cartouches)",Date Unknown,Null,,,Null,Prints,,
"Little boy holding a wreath and basket of flowers, from Deuxième Livre de Figures d'après les porcelaines de la Manufacture Royale de France (Second Book of Figures after porcelains from the Manufacture Royale de France)",Date Unknown,Null,,,Null,Prints,,
"The Virgin seated holding a rosary in her right hand, the infant Christ on her lap holding several rosaries, in an oval frame with flowers surrounding it and a tablet with inscription at the base",Date Unknown,Null,,,Null,Prints,,
"Basket of flowers, from the Novelties series (N228, Type 3) issued by Kinney Bros.",Date Unknown,Null,,,Null,Prints,,
Girl with Vase of Flowers (Mädchen mit Blumenvase),Date Unknown,Null,,,Null,Prints,,
"Actress wearing blue hat with flowers, from Stars of the Stage, Fourth Series (N132) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
Basket of Flowers,Date Unknown,Null,,,Null,Prints,,
Sheet with overall lattice pattern with flowers,Date Unknown,Null,,,Null,Prints,,
Sheet with overall lattice pattern with dots and  flowers,Date Unknown,Null,,,Null,Prints,,
Sheet with pattern of flowers and circles,Date Unknown,Null,,,Null,Prints,,
Sheet with pattern of flowers and circles,Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of flowers and ovals,Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of flowers and circles,Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of flowers and circles,Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of flowers within squares,Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of flowers within squares,Date Unknown,Null,,,Null,Prints,,
Sheet with dot grid pattern with flowers,Date Unknown,Null,,,Null,Prints,,
"Sheet with overall leaf, flower, and stripe pattern",Date Unknown,Null,,,Null,Prints,,
Cat and Flowers,Date Unknown,Null,,,Null,Prints,,
Girl with Bouquet of Flowers,Date Unknown,Null,,,Null,Prints,,
Stylized Flowers,Date Unknown,Null,,,Null,Prints,,
"Wreath of Wildflowers, title for ""Eaux-Fortes par Daubigny""",Date Unknown,Null,,,Null,Prints,,
Bellflowers,Date Unknown,Null,,,Null,Prints,,
"Book illustration (old man holding book surrounded by nude women, putti and flower garlands)",Date Unknown,Null,,,Null,Prints,,
"Actress with pink flower affixed to bodice, from the Girls series (N453) issued by The Banner Tobacco Company to promote Night Watch Long Cut Chewing and Smoking Tobacco",Date Unknown,Null,,,Null,Prints,,
"Actress with pink flower on blue bodice, from the Girls series (N453) issued by The Banner Tobacco Company to promote Night Watch Long Cut Chewing and Smoking Tobacco",Date Unknown,Null,,,Null,Prints,,
"Actress with pink flower on black scarf, from the Girls series (N453) issued by The Banner Tobacco Company to promote Night Watch Long Cut Chewing and Smoking Tobacco",Date Unknown,Null,,,Null,Prints,,
Maiden with Flower Garland (Banknote element or vignette),Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of leaves and flowers,Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of pink flowers with blue centers,Date Unknown,Null,,,Null,Prints,,
Sheet with meandering vine pattern with gold flowers,Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of flowers and dots,Date Unknown,Null,,,Null,Prints,,
Sheet with overall pattern of flowers and organic shapes,Date Unknown,Null,,,Null,Prints,,
Flowering Cherry Trees Along the Yoshino River,Date Unknown,Null,,,Null,Prints,,
Sheet with an eagle atop a festoon of flowers,Date Unknown,Null,,,Null,Prints,,
"Paste end paper with overall pattern of red, blue, and yellow flowers",Date Unknown,Null,,,Null,Prints,,
"Paste paper with overall pattern of red, blue, and yellow flowers",Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (3)",Date Unknown,Null,,,Null,Prints,,
Radiating Flowers,Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (2)",Date Unknown,Null,,,Null,Prints,,
Jacqueline with a Flowered Hat I,Date Unknown,Null,,,Null,Prints,,
Jacqueline with a Flowered Hat II,Date Unknown,Null,,,Null,Prints,,
Fairest Flower so Palely Drooping – Greenwood Cemetery Entrance to the Grounds of the Church of Our Saviour (Sheet music cover),Date Unknown,Null,,,Null,Prints,,
The Fairest Flower So Palely Drooping: Greenwood Cemetery Entrance to the Grounds of the Church of Our Saviour (sheet music cover and pamphlet),Date Unknown,Null,,,Null,Prints,,
Young Woman Holding a Flower in her left hand: Raccolta di Alcuni Disegni del Barberi da Cento detto Il Guercino,Date Unknown,Null,,,Null,Prints,,
"California Poppy, insert card from Flowers series (D35), issued by the Weber Baking Company",Date Unknown,Null,,,Null,Prints,,
"Sunflower: Haughtiness, from the series Floral Beauties and Language of Flowers (N75) for Duke brand cigarettes",Date Unknown,Null,,,Null,Prints,,
A cross with a star of David and flowering vines,Date Unknown,Null,,,Null,Prints,,
Putti holding flowers,Date Unknown,Null,,,Null,Prints,,
"The Holy Family, an angel holding flowers approaching from the right",Date Unknown,Null,,,Null,Prints,,
"Sheet with a border with two garlands of fruit, leaves, and flowers",Date Unknown,Null,,,Null,Prints,,
Sheet with four borders with a garland of acanthus leaves and flowers,Date Unknown,Null,,,Null,Prints,,
Sheet with four borders with a garland of acanthus leaves and flowers,Date Unknown,Null,,,Null,Prints,,
Two Women with a Vase of Flowers,Date Unknown,Null,,,Null,Prints,,
Small Head of a Woman with a Crown of Flowers,Date Unknown,Null,,,Null,Prints,,
Flowers in a vase on a table,Date Unknown,Null,,,Null,Prints,,
Spring: a young woman holding flowers in her cloak,Date Unknown,Null,,,Null,Prints,,
Summer: a woman holding a basket of flowers and fruit,Date Unknown,Null,,,Null,Prints,,
"Flowers, from ""Nouvelle Suite de Cahiers de Fleurs idéales a l'usage des dessinateurs et des peintres""",Date Unknown,Null,,,Null,Prints,,
"Flowers, from ""Nouvelle Suite de Cahiers de Fleurs idéales a l'usage des dessinateurs et des peintres"" (Nr 3)",Date Unknown,Null,,,Null,Prints,,
"Flowers from ""Nouvelle Suite de Cahiers de fleurs ideales a l'usage des dessinateurs et des peintres"" (Nr 1)",Date Unknown,Null,,,Null,Prints,,
"Flowers, from ""Nouvelle Suite de Cahiers de Fleurs ideales a l'usage des dessinateurs et des peintres""",Date Unknown,Null,,,Null,Prints,,
"American Beauty Rose: Timidity, from the series Floral Beauties and Language of Flowers (N75) for Duke brand cigarettes",Date Unknown,Null,,,Null,Prints,,
"Wild English Daisy: Daintiness, from the series Floral Beauties and Language of Flowers (N75) for Duke brand cigarettes",Date Unknown,Null,,,Null,Prints,,
"Peony: Archness, from the series Floral Beauties and Language of Flowers (N75) for Duke brand cigarettes",Date Unknown,Null,,,Null,Prints,,
"Bridal Rose: Happy Love, from the series Floral Beauties and Language of Flowers (N75) for Duke brand cigarettes",Date Unknown,Null,,,Null,Prints,,
"Orchid: Trust, from the series Floral Beauties and Language of Flowers (N75) for Duke brand cigarettes",Date Unknown,Null,,,Null,Prints,,
"12. Mandrake, bakery insert card from the Flower Pictures series (D36), issued by the Freihofer Baking Company",Date Unknown,Null,,,Null,Prints,,
"White Rose (Rose, Madame Plantier), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Golden Rod (Solidago Canadensis), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Water Lily (Nymphaea adorata), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Peony (Paeonia Officinatis), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Jack Rose (Rose Jacqueminot), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"American Beauty Rose, from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Violet (Viola Canina), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Tiger Lily (Lilium superbum), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Pearl Rose (Perle des jardins), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Lily of the Valley (Convallaria Majalis), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Sunflower (Helianthus annuus), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Moss Rose (Rosa Muscosa), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Calla Lily (Richardia Nethiopica), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Poppy (Papaver Rhoeas), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Daisy (Chrysanthemum leucanthemum), from the Flowers series for Old Judge Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Vignette with a Flower Garland, a Maltese Cross, and a Shield with a Crown and Fleur-de-Lis, from Les Métamorphoses d'Ovide en Latin et en François de la traduction de M. l'Abbé Banier de l'Académie Royale des Inscriptions et Belles-Lettres. Avec des explications historiques. A Paris Chez Despilly rue saint Jacques à la croix d'or. MDCCLXVII. Avec Approbation et Privilège du Roi",Date Unknown,Null,,,Null,Prints,,
"Tulip: A Declaration of Love, from the series Floral Beauties and Language of Flowers (N75) for Duke brand cigarettes",Date Unknown,Null,,,Null,Prints,,
"John Yellow Flower, No. 40, collector card from the American Indian Series (D6), issued by the Kelley Baking Company to promote Kelley's Bread",Date Unknown,Null,,,Null,Prints,,
"Venus stepping out of the sea, holding a billowing drapery in her left hand, Cupid at right offering pearls while riding a dolphin and a putto at left offering flowers, another in the clouds",Date Unknown,Null,,,Null,Prints,,
Banknote motif: hexagonal ornament with rippled edges with a pointed star at its center and flowers and leaves below,Date Unknown,Null,,,Null,Prints,,
"Banknote motif: the number 100 against an ornamental lathe work oval resembling woven rope with a border of grain, flowers and berries",Date Unknown,Null,,,Null,Prints,,
"Saint Barbara holding palm leaves with a sword and flowers at her feet, two putti overhead holding a laurel",Date Unknown,Null,,,Null,Prints,,
"Venus stepping out of the sea, holding a billowing drapery in her left hand, Cupid at right offering pearls while riding a dolphin and a putto at left offering flowers, another in the clouds",Date Unknown,Null,,,Null,Prints,,
"Broadsheet with a ballad addressing poverty, woman sitting in a field of flowers with a duck that has a human's head",Date Unknown,Null,,,Null,Prints,,
Broadsheet relating to Saint  Anthony of Padua who is shown holding the Christ child flanked by a candelabra with flowers,Date Unknown,Null,,,Null,Prints,,
Saint John the Baptist with flowers,Date Unknown,Null,,,Null,Prints,,
"Plate 15: four street vendors from Madrid selling flowers, socks, and skins, from 'Los Gritos de Madrid' (The Cries of Madrid)",Date Unknown,Null,,,Null,Prints,,
"Profile of a woman sitting in a chair with her head back and holding a flower, illustration for 'Morir Soñando,' published by Antonio Vanegas Arroyo",Date Unknown,Null,,,Null,Prints,,
Nude Woman Crowned with Flowers,Date Unknown,Null,,,Null,Prints,,
"Primavera, a group of women collecting flowers and making crowns from them",Date Unknown,Null,,,Null,Prints,,
"Two girls with flowers, bakery card from the Picture Cards series (D63), issued by the Vienna Model Bakery",Date Unknown,Null,,,Null,Prints,,
Bell Flower (Pyramidal) from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Date Unknown,Null,,,Null,Prints,,
"Girl in a blue dress clutching a basket of flowers, bakery card from the Picture Cards series (D63), issued by the Vienna Model Bakery",Date Unknown,Null,,,Null,Prints,,
"Girl carrying large bouquet of flowers, bakery card from the Picture Cards series (D63), issued by the Vienna Model Bakery",Date Unknown,Null,,,Null,Prints,,
"Girl in a brown dress with a basket of flowers, bakery card from the Picture Cards series (D63), issued by the Vienna Model Bakery",Date Unknown,Null,,,Null,Prints,,
"Oval Case Decorated  with Schweifwerk in Two Variants, Surrounded by Smaller Motifs, Flowers and Two Birds Below",Date Unknown,Null,,,Null,Prints,,
Bruce Flowers from Boxers Exhibits series (W467),Date Unknown,Null,,,Null,Prints,,
Tiger Flowers from Boxers Exhibits series (W467),Date Unknown,Null,,,Null,Prints,,
"John Yellow Flower, Ute, from the American Indian Chiefs series (N2) for Allen & Ginter Cigarettes Brands",Date Unknown,Null,,,Null,Prints,,
"Billingsgate–Early Morning (recto); The Rag Merchant's Home–Coulston Street, Whitechapel (verso); The Old-Clothes Man (verso); A Flower Girl (verso), from ""London: A Pilgrimage by Gustave Doré and Blanchard Jerrold"", from ""Harper's Weekly""",Date Unknown,Null,,,Null,Prints,,
"Putney Bridge–The Return (recto); Untitled (verso); Flower Girls (verso); Barnes Bridge (verso); The Oysterman (verso); Barnes Common–Calling the Carriages (verso), from ""London: A Pilgrimage by Gustave Doré and Blanchard Jerrold"", from ""Harper's Weekly""",Date Unknown,Null,,,Null,Prints,,
"Actress wearing a dress with a white collar with flower details, from the Actresses series (N280) issued by D. Buchner & Co.",Date Unknown,Null,,,Null,Prints,,
Leopard and Flowers,Date Unknown,Null,,,Null,Prints,,
Summer Flowers,Date Unknown,Null,,,Null,Prints,,
"Six putti playing with the arms of Mars, four holding onto a large lance, one on the left wearing a helmet and a sword belt, holding a shield upright, and one placing a garland of flowers and leaves in a basket at right",Date Unknown,Null,,,Null,Prints,,
"The Flight into Egypt; the Holy Family walking together, Saint Joseph pointing to the left and the Virgin carrying the infant Christ, an angel in front of her offering a flower, after Reni",Date Unknown,Null,,,Null,Prints,,
"The Flight into Egypt; the Holy Family walking together, Saint Joseph pointing to the right and the Virgin carrying the infant Christ, an angel in front of her offering a flower, after Reni",Date Unknown,Null,,,Null,Prints,,
Bowl of Flowers,Date Unknown,Null,,,Null,Prints,,
"L'Oiseau Posé sur un Chardon en Fleurs (The Bird Standing on Thistle Flower), from Lux Claustri ou La Lumière du Cloitre (The Light of the Cloisters), plate 13",Date Unknown,Null,,,Null,Prints,,
Parrot on a flowering branch,Date Unknown,Null,,,Null,Prints,,
"Banknote motif: ornamental number 1 against a panel of lathe work elements, adjoining a band of mosaic style ornament, its ends adorned with leaves, flowers, grapes and ribbons",Date Unknown,Null,,,Null,Prints,,
"Banknote motif: number 500 at the center of a circular design of lathe work with wavy edges, surrounded by an open wreath of leaves, berries and flowers",Date Unknown,Null,,,Null,Prints,,
"Banknote motif: ten different ornamental lathe work elements including a disk embellished with berries and flowers, a wreathed sword, a set of scales, a berried vine, an anchor and chain, a bracket of vine leaves and four designs for borders",Date Unknown,Null,,,Null,Prints,,
"The electoral machine gun. What a strewing of flowers., from 'News of the day,' published in Le Charivari, May 11, 1869",Date Unknown,Null,,,Null,Prints,,
"Little girl holding a garland of flowers, from Deuxième Livre de Figures d'après les porcelaines de la Manufacture Royale de France (Second Book of Figures after porcelains from the Manufacture Royale de France)",Date Unknown,Null,,,Null,Prints,,
"I thought it would be more fun than this to water flowers during a heatwave!, from Romance of Country Life, published in Le Charivari",Date Unknown,Null,,,Null,Prints,,
"Invoice from Constantin Magasin de Fleurs fines, Paris, for plants and flowers",Date Unknown,Null,,,Null,Prints,,
"Plate 8: Proserpina, standing in a niche, turning to the right while holding mantle in both hands and flowers in her right hand, from ""Mythological Gods and Goddesses""",Date Unknown,Null,,,Null,Prints,,
Series of Small Flowers Motifs,Date Unknown,Null,,,Null,Prints,,
"Lefty Flynn, Lee Shumway and Bess Flowers in ""Glenister of the Mounted"" from Western Stars or Scenes Exhibit Cards series (W412)",Date Unknown,Null,,,Null,Prints,,
Flowers,Date Unknown,Null,,,Null,Prints,,
"John Yellow Flower, Ute, from the American Indian Chiefs series (N36) for Allen & Ginter Cigarettes",Date Unknown,Null,,,Null,Prints,,
"Flowers, Greenville, from the Contentnea series (T209, Set 2) for the American Tobacco Company to promote Contentnea Cigarettes",Date Unknown,Null,,,Null,Prints,,
Flowers,Date Unknown,Null,,,Null,Prints,,
Flowers,Date Unknown,Null,,,Null,Prints,,
Fruit and Flowers,Date Unknown,Null,,,Null,Prints,,
"With the Beasts (1r); The Flower Hawker (1r); Zoological Gardens–The Parrot Walk (1r); Westminster Abbey–The Choir (1v); The Ladies' Mile (2r); Zoological Gardens–Sunday Promenade (2v); Hyde Park Corner–The Row (2v), from ""London: A Pilgrimage by Gustave Doré and Blanchard Jerrold"", from ""Harper's Weekly""",Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (6)",Date Unknown,Null,,,Null,Prints,,
From Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
From Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Asplenium viride from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
From Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
From Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
(Waterlilies) from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
From Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
"Design with sun, flowers, trees, rams, and flying eagles",Date Unknown,Null,,,Null,Prints,,
The Hat Pinned with Flowers,Date Unknown,Null,,,Null,Prints,,
The Hat Pinned with Flowers,Date Unknown,Null,,,Null,Prints,,
"Still Life, Flowers, and Blue Cover",Date Unknown,Null,,,Null,Prints,,
Flowers,Date Unknown,Null,,,Null,Prints,,
Basket with Flowers,Date Unknown,Null,,,Null,Prints,,
Flowers,Date Unknown,Null,,,Null,Prints,,
Planting Flowers,Date Unknown,Null,,,Null,Prints,,
Basket with Flowers,Date Unknown,Null,,,Null,Prints,,
Florecitas (Vase of Flowers),Date Unknown,Null,,,Null,Prints,,
Plate 6: Ornamental Design with Flowers,Date Unknown,Null,,,Null,Prints,,
Coronet of Flowers,Date Unknown,Null,,,Null,Prints,,
Buddha's Flowers,Date Unknown,Null,,,Null,Prints,,
"Plate 3 depicting the trades of Rome, here including vendors of flowers, chairs, basil etc, from the 'Descrición de las artes que se llaman para los calles de la ciudad de Roma'",Date Unknown,Null,,,Null,Prints,,
"Miss Lizzie Weston as Oberon: ""And Maidens call it, love in idleness. Fetch me that flower"" (Midsummer Night's Dream, Act 2, Scene 2)",Date Unknown,Null,,,Null,Prints,,
Dragonflies and Wild Flowers,Date Unknown,Null,,,Null,Prints,,
Plate from a series of fantastical flowers,Date Unknown,Null,,,Null,Prints,,
Plate from a series of fantastical flowers,Date Unknown,Null,,,Null,Prints,,
Plate from a series of fantastical flowers,Date Unknown,Null,,,Null,Prints,,
Lady with flowers,Date Unknown,Null,,,Null,Prints,,
"Card No. 7, John Yellow Flower, from the Indian Chiefs series (T129) issued by Red Man Chewing Tobacco",Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (7)",Date Unknown,Null,,,Null,Prints,,
From Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (4)",Date Unknown,Null,,,Null,Prints,,
"Basket of Flowers, Titlepage to the 'Book of Several Baskets of Flowers' (Livre de Plusieurs Corbeilles de Fleurs (...))",Date Unknown,Null,,,Null,Prints,,
"The Flowers that Bloom in the Spring, from the Illustrated Songs series (N116) issued by W. Duke, Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
Flowers in Vase,Date Unknown,Null,,,Null,Prints,,
Flowers of Westport,Date Unknown,Null,,,Null,Prints,,
Still Life with Apples and Flowers,Date Unknown,Null,,,Null,Prints,,
From Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (3)",Date Unknown,Null,,,Null,Prints,,
The Hat Pinned with Flowers,Date Unknown,Null,,,Null,Prints,,
"Pink and white flowers, bakery card from the Picture Cards series (D63), issued by The Cleveland Bakery",Date Unknown,Null,,,Null,Prints,,
Flowers (plate 33),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 28),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 36),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 29),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 37),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 34),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 30),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 31),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 35),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 32),Date Unknown,Null,,,Null,Prints,,
Virgin in Oval Frame with Flowers,Date Unknown,Null,,,Null,Prints,,
Christ in Oval Frame with Flowers,Date Unknown,Null,,,Null,Prints,,
"Vignette with a Medal depicting Harpocrate and Lotus Flowers, Volume I, Page 12, from Description des Principales Pierres gravées du Cabinet de S.A.S. Monseigneur le Duc d'Orléans Premier Prince du sang. A Paris chez M. l'abbé de la Chau au Palais-Royal M. l'abbé Le Blond au collége Mazarin Et chez Pissot, libraire, quai des Augustins",Date Unknown,Null,,,Null,Prints,,
Young Girl with Flowers,Date Unknown,Null,,,Null,Prints,,
"Actress wearing flowered bodice with pink ribbon bow, from Stars of the Stage, First Series (N129) issued by W. Duke, Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
"Actress wearing pink flowers on bodice, from Stars of the Stage, First Series (N129) issued by W. Duke, Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
"Actress wearing elaborate hat with flowers, from Stars of the Stage, Third Series (N131) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
"Actress wearing hat embellished with ribbon and flowers, from Stars of the Stage, Third Series (N131) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
"Blonde actress wearing petite straw-brimmed cap decorated with white flowers, from Stars of the Stage, Third Series (N131) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
"Actress wearing hat with pink flowers and blue bow, from Stars of the Stage, Fourth Series (N132) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
Time Flowers,Date Unknown,Null,,,Null,Prints,,
"The Virgin and Child seated on a pedestal at center, to the right a monk offers a flower, and in the foreground a saint kneels before them while Saint Lawrence rests his hands on a gridiron; from 'Recueil d'estampes d'après les plus beaux tableaux et d'après les plus beaux desseins qui sont en France, Cabinet Crozat' after a drawing by Pietro Antonio de' Pietri",Date Unknown,Null,,,Null,Prints,,
"Actress in profile wearing wide brimmed straw hat decorated with flowers, from Stars of the Stage, Third Series (N131) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Date Unknown,Null,,,Null,Prints,,
Girl standing to the right holding flowers,Date Unknown,Null,,,Null,Prints,,
The Hat Pinned with Flowers and the Bather,Date Unknown,Null,,,Null,Prints,,
"Frieze with Mammals, Insects, a Lizard, and Flowers",Date Unknown,Null,,,Null,Prints,,
Arabesque with Two Flowers on Dotted Background,Date Unknown,Null,,,Null,Prints,,
Plate 5: Ornamental Design with Flowers and Animals,Date Unknown,Null,,,Null,Prints,,
Plate 3: Ornamental Design with Insects and Flowers,Date Unknown,Null,,,Null,Prints,,
Pegasus Fed Flowers by a Muse,Date Unknown,Null,,,Null,Prints,,
Flowers and Berries,Date Unknown,Null,,,Null,Prints,,
"Woman wearing hat with flowers and feathers, from the Novelties series (N228, Type 2) issued by Kinney Bros.",Date Unknown,Null,,,Null,Prints,,
Daphnis and Chloe Picking Flowers,Date Unknown,Null,,,Null,Prints,,
Red Flowers and Green Leaves,Date Unknown,Null,,,Null,Prints,,
Untitled (Yellow and Black Vase With Flowers),Date Unknown,Null,,,Null,Prints,,
Christmas/New Year Greeting Card: Woman in Flowering Wood,Date Unknown,Null,,,Null,Prints,,
The Hat Pinned with Flowers (Le Chapeau Épinglé),Date Unknown,Null,,,Null,Prints,,
Enfants Cueillant des Fleurs (Children Picking Flowers),Date Unknown,Null,,,Null,Prints,,
Plate from a series of fantastical flowers,Date Unknown,Null,,,Null,Prints,,
Plate from a series of fantastical flowers,Date Unknown,Null,,,Null,Prints,,
Plate 4 from a series of fantastical flowers,Date Unknown,Null,,,Null,Prints,,
Plate from a series of fantastical flowers,Date Unknown,Null,,,Null,Prints,,
Bees on flowers (Abeilles sur des fleurs),Date Unknown,Null,,,Null,Prints,,
Rose from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
(Bouquet of Flowers) from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Pansies and Lobelia from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Fuchsias and Convolvuluses from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Calceolaria and Week Stock from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Foxglove and Campanula from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Dahlias & Lupin from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Tiger Lily and Monkshood from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
March from Monthly Window Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Gathering Flowers on the Banks of the Hudson,Date Unknown,Null,,,Null,Prints,,
"A woman holding a flower in her raised left hand, plate 5 from ""Raccolta di Alcuni Disegni del Barberi da Cento detto il Guernico, incisi in Rame, e presentati al singolar merito del Sig. Tommaso Jenkins pittore, ed accademico di S. Luca, in atto di respetto e d'amicizia dall'architetto e suo coaccademio: Gio. Battista Piranesi"" (Collection of several drawings after Barbieri da Cento (known as Guercino) etched on copper and presented to Thomas Jenkins, painter and member of the Academy of St. Luke, out of respect and friendship from his fellow member, the architect Gio. Battista Piranesi)",Date Unknown,Null,,,Null,Prints,,
Jacqueline with a Flowery Straw Hat,Date Unknown,Null,,,Null,Prints,,
"Branch of Fantastic Flowers, from ""Collection of Different Imaginary Flowers in the Chinese Style, Suitable for the Manufacture of Silk and Calico Fabrics"" (Recueil de differentes fleurs de Fantasie dans le goût Chinois, Propres aux Manufactures d'étoffes ..",Date Unknown,Null,,,Null,Prints,,
Santa María del Pino standing in the branches of pine tree set within a frame made from branches and flowers,Date Unknown,Null,,,Null,Prints,,
Flowers (plate 27),Date Unknown,Null,,,Null,Prints,,
Flowers (plate 26),Date Unknown,Null,,,Null,Prints,,
"Young Women Holding Flowers, from Nouveau Livre de diverse Figures (New Book of Various Figures)",Date Unknown,Null,,,Null,Prints,,
"Saint Philomena holding flowers, an arrow, and a feather",Date Unknown,Null,,,Null,Prints,,
Vase of Flowers with Parrot and Peacock,Date Unknown,Null,,,Null,Prints,,
Nine Flowers,Date Unknown,Null,,,Null,Prints,,
"Saint Anthony of Padua, head and shoulders, holding a book and flowers",Date Unknown,Null,,,Null,Prints,,
"Flowers, from ""Nouvelle Suite de Cahiers de fleurs ideales a l'usage des dessinateurs et des peintres"" (Nr 1)",Date Unknown,Null,,,Null,Prints,,
"Flowers, from ""Nouvelle Suite de Cahiers de Fleurs idéales a l'usage des dessinateurs et des peintres""",Date Unknown,Null,,,Null,Prints,,
"Flowers, from ""Nouvelle Suite de Cahiers de fleurs ideales a l'usage des dessinateurs et des peintres"" (Nr 1)",Date Unknown,Null,,,Null,Prints,,
"Flowers, from ""Nouvelle Suite de Cahiers de fleurs ideales a l'usage des dessinateurs et des peintres"" (Nr 1)",Date Unknown,Null,,,Null,Prints,,
