Title,Country of Creation,Description,Type of Artwork
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 274r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 36r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 36v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 37r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 4r, March","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric but for the private devotions of a lay person—in this case, Isabella the Catholic, Queen of Spain (1451–1504); her coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 41r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol.44r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 47r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies.
This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 50v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 77r, Entombment","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 80v, Virgin & Christ with Angels","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 87v, Celebration of the Mass","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 88r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 88v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 92r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 1r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric but for the private devotions of a lay person—in this case, Isabella the Catholic, Queen of Spain (1451–1504); her coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 1v, Arms and Mottoes of Isabel la Católica","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric but for the private devotions of a lay person—in this case, Isabella the Catholic, Queen of Spain (1451–1504); her coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 105v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies.
This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 117v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 126r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies.
This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 128r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies.
This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 133r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 136r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies.
This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 140v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 144r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 145r","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 148v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 155v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies.
This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 160v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 164v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
"Hours of Queen Isabella the Catholic, Queen of Spain:  Fol. 165v","Flanders, Ghent and Bruges, late 15th century","DescriptionThis manuscript was illuminated by a circle of at least five highly organized manuscript painters active in the Flemish cities of Ghent and Bruges. The principal illuminator was Alexander Bening, who painted the majority of the book's miniatures. Manuscripts produced by this circle of artists are renowned for the decoration of their borders, which typically feature a rich variety of realistically-painted flowers, birds, and butterflies. This prayer book, called a book of hours, was intended not for a cleric, but for the private devotions of a lay person-in this case, Isabella the Catholic, Queen of Spain (1451-1504). Isabella's coat of arms embellishes the book's frontispiece. It is unlikely that the book was commissioned by the Queen herself; rather, she probably received it as a diplomatic gift from someone courting her patronage, perhaps Cardinal Francisco Jimenez de Cisneros. A Franciscan friar, Jimenez was dependent upon Isabella for his advancement, first to the post of Queen's confessor in 1492, and then to Archbishop of Toledo in 1495.",Type of artwork: Bound Volume
